ETF,start_date,end_date,duration,event,start_drawdown_depth,roll_vol_21,roll_mean_21
QQQ,2017-11-01,2017-11-03,2,1,0.00032868888865091343,0.007047399606638085,0.0019850090194811383
QQQ,2017-11-09,2017-11-16,5,1,0.005242931982219223,0.007251391060641272,0.00178356555641014
QQQ,2017-11-17,2017-11-21,2,1,0.003818023450754126,0.007804698263964338,0.0017772951287966941
QQQ,2017-11-27,2017-11-28,1,1,0.0004477513323105703,0.007624444004521707,0.0029006159450600897
QQQ,2017-11-29,2017-12-15,12,1,0.017434357807512756,0.006385266470898546,0.0007109279577900205
QQQ,2017-12-19,2018-01-03,9,1,0.005925853312221688,0.00702690260542302,0.0012454925965391336
QQQ,2018-01-10,2018-01-11,1,1,0.002337742720549824,0.0062176909917693295,0.0023480030022015926
QQQ,2018-01-16,2018-01-17,1,1,0.0028570136690761546,0.006331989811114296,0.002489788957388327
QQQ,2018-01-24,2018-01-26,2,1,0.006489299210822211,0.006460615805532142,0.003174215450247707
QQQ,2018-01-29,2018-03-09,28,1,0.004855761093954743,0.006863722780003678,0.003955946289426695
QQQ,2018-03-13,2018-06-04,57,1,0.013614813292693517,0.011210533388089776,0.004538576419079702
QQQ,2018-06-07,2018-06-14,5,1,0.008131675120139481,0.006823697377625048,0.0023387618230522765
QQQ,2018-06-15,2018-06-20,3,1,0.0034909767639862603,0.00590592427144181,0.0022026842793410896
QQQ,2018-06-21,2018-07-10,12,1,0.008688312784689256,0.00615981700598256,0.002187532788348331
QQQ,2018-07-11,2018-07-12,1,1,0.0050758368134609395,0.009371439614773127,0.0005111365529560077
QQQ,2018-07-16,2018-07-17,1,1,0.002394165209007712,0.009812153057647457,0.00052357486667918
QQQ,2018-07-18,2018-07-24,4,1,0.0018860246454551245,0.009852577910313604,0.0009165308031525539
QQQ,2018-07-26,2018-08-27,22,1,0.015151537747780712,0.009121644486280535,0.0021587143939349653
QQQ,2018-08-30,2019-04-12,154,1,0.0017670013485049031,0.0060625308097354245,0.0024343440844793694
QQQ,2019-04-24,2019-04-25,1,1,0.0031526961442458336,0.004803580236802782,0.0029751378238714824
QQQ,2019-04-30,2019-05-03,3,1,0.007747629292672211,0.004832467485499321,0.0025492410835887655
QQQ,2019-05-06,2019-07-03,41,1,0.006122077173825585,0.005689684227673936,0.0015880842551568328
QQQ,2019-07-05,2019-07-10,3,1,0.002037359142041829,0.007943761335123149,0.003955584334648087
QQQ,2019-07-11,2019-07-12,1,1,0.0007271058039487835,0.007345957907131051,0.0023914087572055234
QQQ,2019-07-16,2019-07-24,6,1,0.005150751361432315,0.007147148038798244,0.002769464637688199
QQQ,2019-07-25,2019-07-26,1,1,0.0094800124719641,0.006197532631234995,0.002107902073216523
QQQ,2019-07-29,2019-10-25,63,1,0.003430670263803558,0.006540814167532017,0.0020294180797602603
QQQ,2019-10-29,2019-11-01,3,1,0.007744157527716271,0.009781571612933975,0.0017894060237639551
QQQ,2019-11-06,2019-11-07,1,1,0.0022475803381776637,0.0068101700110621485,0.0035473085858817653
QQQ,2019-11-11,2019-11-12,1,1,0.0013419175685067026,0.006256126444946897,0.0023931708427613755
QQQ,2019-11-14,2019-11-15,1,1,0.0007937320044643992,0.005744612455329537,0.0020259293914234246
QQQ,2019-11-20,2019-11-25,3,1,0.0059989616686580765,0.004829499757961301,0.0024902933830371603
QQQ,2019-11-29,2019-12-12,9,1,0.004562268367132734,0.004445972769597434,0.0019211882588892203
QQQ,2019-12-27,2020-01-02,3,1,0.0008416150470442119,0.0056512485157974015,0.0021529638739658345
QQQ,2020-01-03,2020-01-08,3,1,0.009159704041012427,0.005965345917245621,0.0030304765843116965
QQQ,2020-01-10,2020-01-13,1,1,0.002557291980348256,0.005811875883792839,0.0033810268177951667
QQQ,2020-01-14,2020-01-16,2,1,0.003937490590173565,0.006218241540740631,0.003133711513321604
QQQ,2020-01-21,2020-01-22,1,1,0.0004475379106571436,0.006239578885598609,0.0031252330532683305
QQQ,2020-01-24,2020-02-04,7,1,0.008415250689068796,0.006673718208996338,0.002387443059649764
QQQ,2020-02-07,2020-02-10,1,1,0.004300882675555121,0.010172339953477046,0.00257174912778015
QQQ,2020-02-13,2020-02-14,1,1,0.0012806080186185795,0.010112151691008495,0.002914367925248319
QQQ,2020-02-20,2020-06-03,72,1,0.009283599430890844,0.010425906794079285,0.002391527329381084
QQQ,2020-06-04,2020-06-05,1,1,0.007013511563269193,0.010497939701053635,0.003656141837092508
QQQ,2020-06-11,2020-06-22,7,1,0.04954916193729005,0.015270560818813549,0.002485182948955596
QQQ,2020-06-24,2020-07-01,5,1,0.020615769825737307,0.015097404599531954,0.0030390424810668192
QQQ,2020-07-07,2020-07-08,1,1,0.006888855628855022,0.016943010237271485,0.0033308744928191303
QQQ,2020-07-13,2020-07-20,5,1,0.020570628813076867,0.012976977583299496,0.004827686928794745
QQQ,2020-07-21,2020-08-03,9,1,0.010420499530348144,0.014202983048861265,0.0037873800864814677
QQQ,2020-08-07,2020-08-17,6,1,0.011542533653615124,0.013555410445249497,0.0016580905498877884
QQQ,2020-08-19,2020-08-20,1,1,0.006727596787221669,0.013119691748646032,0.0021339985870493646
QQQ,2020-08-27,2020-08-28,1,1,0.0031168282253602507,0.010732372786053672,0.0054142077602318765
QQQ,2020-09-03,2020-12-01,61,1,0.05070025442959635,0.016414456434502407,0.0027907828432892586
QQQ,2020-12-09,2020-12-16,5,1,0.0226411889596603,0.010320025419942742,0.0020539311182263243
QQQ,2020-12-18,2020-12-28,5,1,0.0030226710583587274,0.007860910358099932,0.0031669288553943836
QQQ,2021-01-04,2021-01-07,3,1,0.014120061621529399,0.007750399441223618,0.0009343013057419362
QQQ,2021-01-11,2021-01-20,6,1,0.014450176596556199,0.009348780385501264,0.0021143350713293506
QQQ,2021-01-22,2021-01-25,1,1,0.002880215918671439,0.010935321941353106,0.002477816869027281
QQQ,2021-01-27,2021-02-04,6,1,0.027876884965039622,0.012827033485493878,0.0014945738143803049
QQQ,2021-02-09,2021-02-11,2,1,0.0002097384329537401,0.013239180811645322,0.0021137025595154672
QQQ,2021-02-16,2021-04-09,37,1,0.002704744406754028,0.012613363020806225,0.0031063929225181447
QQQ,2021-04-12,2021-04-13,1,1,0.0013050643399518161,0.012264282061075427,0.002770876891436124
QQQ,2021-04-14,2021-04-15,1,1,0.012008208474420719,0.01250118142210393,0.0026300914138368612
QQQ,2021-04-19,2021-06-14,39,1,0.009151958200727573,0.010569184142233281,0.003989360946643634
QQQ,2021-06-15,2021-06-17,2,1,0.006530663511725008,0.008233070564662845,0.0022608334267808436
QQQ,2021-06-18,2021-06-22,2,1,0.007847207433165094,0.008486654734945193,0.0028699646176963073
QQQ,2021-06-25,2021-06-28,1,1,0.0012290065658935147,0.007024087194291205,0.002191342895450245
QQQ,2021-06-30,2021-07-02,2,1,0.0015774979491553333,0.007137052083647777,0.0030508693517398155
QQQ,2021-07-08,2021-07-09,1,1,0.006039587572453221,0.006328487562052096,0.003070019976622659
QQQ,2021-07-15,2021-07-22,5,1,0.0070235559006547035,0.006012790459216198,0.0025302802172178125
QQQ,2021-07-27,2021-08-05,7,1,0.011018282909659338,0.007080935470296099,0.0019973949344322846
QQQ,2021-08-06,2021-08-23,11,1,0.00438243677453809,0.006506679934575239,0.0012160671581166582
QQQ,2021-08-26,2021-08-27,1,1,0.006350092313932741,0.006099861350443687,0.0008501675976869727
QQQ,2021-08-31,2021-09-01,1,1,0.0008153026277712787,0.006582844291480235,0.001963745530669359
QQQ,2021-09-02,2021-09-03,1,1,0.0004730885461389985,0.006534161816994024,0.0016635927420294483
QQQ,2021-09-08,2021-10-28,36,1,0.0034806073343721863,0.006417521856728099,0.0015312865628998508
QQQ,2021-11-08,2021-11-18,8,1,0.001354862002242523,0.006687516752751919,0.004632458249835368
